name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,total_sales,platform_group,console_type,rating_sem
Moto Racer World Tour,PS,2000,Racing,0.21,0.14,0.0,0.02,73.5,83.0,Pending,0.37,Playstation,Home console,pending
MotoGP,GBA,2002,Racing,0.04,0.01,0.0,0.0,67.0,80.0,E,0.05,Nintendo,Portable console,everyone
MotoGP,PS2,2000,Racing,0.06,0.05,0.14,0.02,77.0,60.0,E,0.27,Playstation,Home console,everyone
MotoGP,PSP,2006,Racing,0.03,0.0,0.0,0.0,69.0,71.0,E,0.03,Playstation,Portable console,everyone
MotoGP,Wii,2009,Racing,0.05,0.11,0.0,0.02,44.0,54.0,E,0.18,Nintendo,Home console,everyone
MotoGP,XB,2002,Racing,0.07,0.02,0.0,0.0,84.0,84.0,E,0.09000000000000001,Xbox,Home console,everyone
MotoGP '06,X360,2006,Racing,0.11,0.01,0.0,0.01,80.0,77.0,E,0.13,Xbox,Home console,everyone
MotoGP '07,X360,2007,Racing,0.23,0.0,0.0,0.02,78.0,73.0,E,0.25,Xbox,Home console,everyone
MotoGP 07,PS2,2007,Racing,0.05,0.04,0.0,0.01,62.0,91.0,E,0.09999999999999999,Playstation,Home console,everyone
MotoGP 08,PS2,2008,Racing,0.01,0.0,0.0,0.21,70.0,80.0,E,0.22,Playstation,Home console,everyone
MotoGP 08,PS3,2008,Racing,0.07,0.24,0.0,0.08,65.0,60.0,E,0.39,Playstation,Home console,everyone
MotoGP 08,X360,2008,Racing,0.11,0.2,0.0,0.04,68.0,56.0,E,0.35,Xbox,Home console,everyone
MotoGP 09/10,PS3,2010,Racing,0.05,0.13,0.0,0.04,70.0,54.0,E,0.22,Playstation,Home console,everyone
MotoGP 09/10,X360,2010,Racing,0.07,0.09,0.0,0.02,69.0,57.0,E,0.18,Xbox,Home console,everyone
MotoGP 10/11,PS3,2011,Racing,0.04,0.1,0.0,0.03,68.0,61.0,E,0.17,Playstation,Home console,everyone
MotoGP 10/11,X360,2011,Racing,0.0,0.05,0.0,0.01,72.0,70.0,E,0.060000000000000005,Xbox,Home console,everyone
MotoGP 14 ,PS3,2014,Racing,0.05,0.05,0.0,0.02,73.0,71.0,E,0.12000000000000001,Playstation,Home console,everyone
MotoGP 14 ,PS4,2014,Racing,0.04,0.11,0.0,0.03,73.0,64.0,E,0.18,Playstation,Home console,everyone
MotoGP 14 ,PSV,2014,Racing,0.0,0.01,0.0,0.0,71.0,75.0,E,0.01,Playstation,Portable console,everyone
MotoGP 14 ,X360,2014,Racing,0.04,0.03,0.0,0.01,71.0,70.0,E,0.08,Xbox,Home console,everyone
MotoGP 15,PS3,2015,Racing,0.0,0.02,0.03,0.0,73.0,71.0,E10+,0.05,Playstation,Home console,everyone 10 and older
MotoGP 15,PS4,2015,Racing,0.0,0.12,0.03,0.02,66.0,70.0,Pending,0.16999999999999998,Playstation,Home console,pending
MotoGP 15,XOne,2015,Racing,0.0,0.03,0.0,0.0,65.0,68.0,Pending,0.03,Xbox,Home console,pending
MotoGP 2,XB,2003,Racing,0.07,0.02,0.0,0.0,87.0,85.0,E,0.09000000000000001,Xbox,Home console,everyone
MotoGP 2: Ultimate Racing Technology,PS2,2001,Racing,0.07,0.06,0.0,0.02,70.0,80.0,Pending,0.15,Playstation,Home console,pending
MotoGP 3 - Official Game of MotoGP,PS2,2003,Racing,0.06,0.05,0.0,0.02,70.0,80.0,Pending,0.13,Playstation,Home console,pending
MotoGP 4 - Official Game of MotoGP,PS2,2005,Racing,0.03,0.02,0.0,0.01,70.0,80.0,Pending,0.060000000000000005,Playstation,Home console,pending
Motocross Mania,PS,2001,Racing,0.44,0.3,0.0,0.05,34.0,53.0,E,0.79,Playstation,Home console,everyone
Motocross Mania 3,PS2,2004,Racing,0.05,0.04,0.0,0.01,70.0,80.0,T,0.09999999999999999,Playstation,Home console,teen
Motocross Mania 3,XB,2005,Racing,0.01,0.0,0.0,0.0,38.0,36.0,T,0.01,Xbox,Home console,teen
Motocross Maniacs Advance,GBA,2002,Racing,0.2,0.07,0.0,0.0,69.0,80.0,E,0.27,Nintendo,Portable console,everyone
Motor Toon Grand Prix (Japan),PS,1994,Racing,0.0,0.0,0.06,0.0,73.5,83.0,Pending,0.06,Playstation,Home console,pending
Motor Trend presents Lotus Challenge,XB,2003,Racing,0.02,0.01,0.0,0.0,61.0,80.0,E,0.03,Xbox,Home console,everyone
MotorHead,PS,1998,Racing,0.02,0.01,0.0,0.0,73.5,83.0,Pending,0.03,Playstation,Home console,pending
MotorStorm,PS3,2006,Racing,1.53,1.6,0.06,0.67,84.0,74.0,T,3.86,Playstation,Home console,teen
MotorStorm RC,PSV,2012,Racing,0.0,0.04,0.0,0.01,78.0,68.0,E,0.05,Playstation,Portable console,everyone
MotorStorm: Apocalypse,PS3,2011,Racing,0.21,0.19,0.0,0.08,77.0,77.0,T,0.48000000000000004,Playstation,Home console,teen
MotorStorm: Arctic Edge,PS2,2009,Racing,0.07,0.03,0.0,0.25,72.0,83.0,T,0.35,Playstation,Home console,teen
MotorStorm: Arctic Edge,PSP,2009,Racing,0.16,0.57,0.0,0.29,79.0,88.0,T,1.02,Playstation,Portable console,teen
MotorStorm: Pacific Rift,PS3,2008,Racing,0.43,0.65,0.02,0.25,82.0,80.0,T,1.35,Playstation,Home console,teen
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2008,Misc,0.0,0.0,0.02,0.0,66.0,74.0,Pending,0.02,Nintendo,Portable console,pending
Motto NUGA-CEL!,PSP,2010,Adventure,0.0,0.0,0.02,0.0,68.0,75.0,Pending,0.02,Playstation,Portable console,pending
Motto TOEIC Test DS Training,DS,2008,Misc,0.0,0.0,0.04,0.0,66.0,74.0,Pending,0.04,Nintendo,Portable console,pending
Motto! SoniComi,PS3,2014,Simulation,0.0,0.0,0.02,0.0,73.0,71.0,Pending,0.02,Playstation,Home console,pending
Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,2010,Misc,0.0,0.0,0.08,0.0,66.0,74.0,Pending,0.08,Nintendo,Portable console,pending
Moujuutsukai to Oujisama,PS2,2010,Adventure,0.0,0.0,0.02,0.0,70.0,80.0,Pending,0.02,Playstation,Home console,pending
Moujuutsukai to Oujisama Portable,PSP,2011,Adventure,0.0,0.0,0.02,0.0,68.0,75.0,Pending,0.02,Playstation,Portable console,pending
Moujuutsukai to Oujisama: Snow Bride,PS2,2011,Adventure,0.0,0.0,0.02,0.0,70.0,80.0,Pending,0.02,Playstation,Home console,pending
Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012,Adventure,0.0,0.0,0.02,0.0,68.0,75.0,Pending,0.02,Playstation,Portable console,pending
Mount & Blade,PC,2008,Role-Playing,0.0,0.02,0.0,0.0,78.0,75.0,Pending,0.02,PC,Home console,pending
Mount & Blade Collection,PC,2012,Role-Playing,0.0,0.02,0.0,0.0,78.0,75.0,Pending,0.02,PC,Home console,pending
Mount & Blade: Warband,PC,2010,Role-Playing,0.01,0.01,0.0,0.0,78.0,75.0,Pending,0.02,PC,Home console,pending
Mountain Bike Adrenaline,PS2,-1,Sports,0.03,0.02,0.0,0.01,70.0,80.0,E,0.060000000000000005,Playstation,Home console,everyone
Mountain King,2600,1982,Action,0.29,0.02,0.0,0.0,70.0,75.0,Pending,0.31,Other,Home console,pending
Mountain Sports,Wii,2009,Sports,0.11,0.0,0.0,0.01,65.0,71.5,E,0.12,Nintendo,Home console,everyone
Mouse Trap,2600,1981,Action,0.38,0.02,0.0,0.0,70.0,75.0,Pending,0.4,Other,Home console,pending
Mousetrap / Operation / Simon,GBA,2005,Misc,0.12,0.04,0.0,0.0,69.0,80.0,Pending,0.16,Nintendo,Portable console,pending
Move Fitness,PS3,2010,Sports,0.0,0.16,0.0,0.05,73.0,71.0,Pending,0.21000000000000002,Playstation,Home console,pending
Moxie Girlz,DS,2011,Misc,0.07,0.0,0.0,0.0,66.0,74.0,E,0.07,Nintendo,Portable console,everyone
Moyashimon DS,DS,2009,Action,0.0,0.0,0.03,0.0,66.0,74.0,Pending,0.03,Nintendo,Portable console,pending
Mr Bean's Wacky World of Wii,Wii,2009,Adventure,0.0,0.05,0.0,0.0,65.0,71.5,E,0.05,Nintendo,Home console,everyone
Mr. Do!,2600,1982,Action,0.26,0.02,0.0,0.0,70.0,75.0,Pending,0.28,Other,Home console,pending
Mr. Do!'s Castle,2600,1983,Action,0.15,0.01,0.0,0.0,70.0,75.0,Pending,0.16,Other,Home console,pending
Mr. Driller,PS,1999,Puzzle,0.02,0.01,0.0,0.0,73.5,83.0,Pending,0.03,Playstation,Home console,pending
Mr. Driller 2,GBA,2001,Puzzle,0.0,0.0,0.15,0.0,62.0,80.0,E,0.15,Nintendo,Portable console,everyone
Mr. Driller: Drill Spirits,DS,2004,Puzzle,0.08,0.0,0.05,0.01,70.0,89.0,E,0.14,Nintendo,Portable console,everyone
Ms Saga: A New Dawn,PS2,2005,Role-Playing,0.02,0.02,0.0,0.01,65.0,86.0,E10+,0.05,Playstation,Home console,everyone 10 and older
Ms. Pac-Man,2600,1981,Puzzle,1.54,0.1,0.0,0.02,70.0,75.0,Pending,1.6600000000000001,Other,Home console,pending
Ms. Pac-Man Maze Madness,GBA,2004,Puzzle,0.4,0.15,0.0,0.01,69.0,80.0,E,0.56,Nintendo,Portable console,everyone
Ms. Pac-Man Maze Madness,PS,2000,Puzzle,0.25,0.17,0.0,0.03,73.5,83.0,Pending,0.45000000000000007,Playstation,Home console,pending
Ms. Pac-Man: Maze Madness,N64,2000,Puzzle,0.18,0.04,0.0,0.0,70.0,75.0,Pending,0.22,Nintendo,Home console,pending
Ms. Pac-Man: Maze Madness / Pac-Man World,GBA,2005,Puzzle,0.17,0.06,0.0,0.0,69.0,80.0,Pending,0.23,Nintendo,Portable console,pending
Mucha Lucha! Mascaritas of the Lost Code,GBA,2003,Fighting,0.05,0.02,0.0,0.0,69.0,80.0,Pending,0.07,Nintendo,Portable console,pending
Muchi Muchi Pork & Pink Sweets,X360,2011,Shooter,0.0,0.0,0.02,0.0,71.0,70.0,Pending,0.02,Xbox,Home console,pending
Mugen Keitai Disgaea,PS2,2007,Role-Playing,0.0,0.0,0.09,0.0,70.0,80.0,Pending,0.09,Playstation,Home console,pending
Mugen Souls,PS3,2012,Role-Playing,0.04,0.02,0.08,0.01,55.0,73.0,T,0.15000000000000002,Playstation,Home console,teen
Mugen Souls Z,PS3,2013,Role-Playing,0.02,0.01,0.04,0.01,57.0,64.0,T,0.08,Playstation,Home console,teen
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,2010,Role-Playing,0.0,0.0,0.12,0.0,66.0,74.0,Pending,0.12,Nintendo,Portable console,pending
Muppet RaceMania,PS,1999,Racing,0.09,0.06,0.0,0.01,73.5,83.0,Pending,0.16,Playstation,Home console,pending
Muppets Party Cruise,GC,2003,Misc,0.02,0.0,0.0,0.0,70.0,80.0,E,0.02,Nintendo,Home console,everyone
Muppets Party Cruise,PS2,2003,Misc,0.03,0.02,0.0,0.01,61.0,80.0,E,0.060000000000000005,Playstation,Home console,everyone
Murakumo: Renegade Mech Pursuit,XB,2002,Shooter,0.04,0.01,0.06,0.0,48.0,75.0,T,0.11,Xbox,Home console,teen
Muramasa: The Demon Blade,PSV,2013,Role-Playing,0.1,0.0,0.1,0.02,71.0,76.0,Pending,0.22,Playstation,Portable console,pending
Muramasa: The Demon Blade,Wii,2009,Role-Playing,0.32,0.12,0.11,0.04,81.0,87.0,T,0.5900000000000001,Nintendo,Home console,teen
Murder in Venice,DS,2011,Adventure,0.05,0.02,0.0,0.01,66.0,74.0,E10+,0.08,Nintendo,Portable console,everyone 10 and older
"Murder, She Wrote",PC,2009,Adventure,0.0,0.04,0.0,0.01,78.0,75.0,T,0.05,PC,Home console,teen
Murdered: Soul Suspect,PC,2014,Action,0.0,0.05,0.0,0.0,59.0,74.0,M,0.05,PC,Home console,mature
Murdered: Soul Suspect,PS3,2014,Action,0.05,0.05,0.02,0.02,73.0,71.0,M,0.14,Playstation,Home console,mature
Murdered: Soul Suspect,PS4,2014,Action,0.09,0.16,0.02,0.05,59.0,69.0,M,0.32,Playstation,Home console,mature
Murdered: Soul Suspect,X360,2014,Action,0.06,0.03,0.0,0.01,71.0,72.0,M,0.09999999999999999,Xbox,Home console,mature
Murdered: Soul Suspect,XOne,2014,Action,0.08,0.07,0.0,0.01,51.0,70.0,M,0.16000000000000003,Xbox,Home console,mature
Musashi: Samurai Legend,PS2,2005,Role-Playing,0.07,0.06,0.0,0.02,64.0,89.0,T,0.15,Playstation,Home console,teen
Mushi Bugyou,3DS,2013,Action,0.0,0.0,0.01,0.0,68.0,71.0,Pending,0.01,Nintendo,Portable console,pending
Mushihimesama,X360,2012,Action,0.0,0.0,0.02,0.0,71.0,70.0,Pending,0.02,Xbox,Home console,pending
Mushihimesama Futari Ver 1.5,X360,2009,Shooter,0.0,0.0,0.03,0.0,71.0,70.0,Pending,0.03,Xbox,Home console,pending
Mushishi: Amefuru Sato,DS,2008,Simulation,0.0,0.0,0.02,0.0,66.0,74.0,Pending,0.02,Nintendo,Portable console,pending
Mushroom Men: Rise of the Fungi,DS,2008,Action,0.1,0.0,0.0,0.01,45.0,73.0,E,0.11,Nintendo,Portable console,everyone
Mushroom Men: The Spore Wars,Wii,2008,Action,0.16,0.01,0.0,0.01,72.0,87.0,E10+,0.18000000000000002,Nintendo,Home console,everyone 10 and older
Music Maker,PS2,2001,Misc,0.15,0.12,0.0,0.04,70.0,80.0,E,0.31,Playstation,Home console,everyone
Music Maker: Rockstar,PS2,2009,Misc,0.02,0.01,0.0,0.0,70.0,80.0,Pending,0.03,Playstation,Home console,pending
Musou Orochi Z,PS3,2009,Action,0.0,0.0,0.23,0.0,73.0,71.0,Pending,0.23,Playstation,Home console,pending
Musou Tourou,PSP,2009,Strategy,0.0,0.0,0.01,0.0,68.0,75.0,Pending,0.01,Playstation,Portable console,pending
Muv-Luv Alternative,PS3,2012,Simulation,0.0,0.0,0.01,0.0,73.0,71.0,Pending,0.01,Playstation,Home console,pending
Muv-Luv Alternative: Total Eclipse,PS3,2013,Simulation,0.0,0.0,0.03,0.0,73.0,71.0,Pending,0.03,Playstation,Home console,pending
MuvLuv Double Pack,PSV,2016,Adventure,0.0,0.0,0.02,0.0,71.0,76.0,Pending,0.02,Playstation,Portable console,pending
My Amusement Park,DS,2010,Misc,0.05,0.0,0.0,0.0,66.0,74.0,E,0.05,Nintendo,Portable console,everyone
My Animal Centre,Wii,2009,Simulation,0.0,0.02,0.0,0.0,65.0,71.5,Pending,0.02,Nintendo,Home console,pending
My Baby 3 & Friends,DS,2010,Simulation,0.12,0.02,0.0,0.01,66.0,74.0,Pending,0.15,Nintendo,Portable console,pending
My Baby Boy,DS,2008,Simulation,0.3,0.01,0.0,0.03,66.0,74.0,E,0.33999999999999997,Nintendo,Portable console,everyone
My Baby Girl,DS,2008,Simulation,0.61,0.09,0.0,0.06,66.0,74.0,E,0.76,Nintendo,Portable console,everyone
My Baby: First Steps,DS,2009,Simulation,0.27,0.03,0.0,0.02,66.0,74.0,E,0.32000000000000006,Nintendo,Portable console,everyone
My Baby: First Steps,Wii,2009,Simulation,0.12,0.0,0.0,0.01,65.0,71.5,E,0.13,Nintendo,Home console,everyone
My Ballet Studio,DS,2009,Simulation,0.01,0.0,0.0,0.0,66.0,74.0,E,0.01,Nintendo,Portable console,everyone
My Ballet Studio,Wii,2009,Simulation,0.02,0.0,0.0,0.0,65.0,71.5,E,0.02,Nintendo,Home console,everyone
My Body Coach,Wii,2009,Sports,0.0,0.04,0.0,0.0,65.0,71.5,Pending,0.04,Nintendo,Home console,pending
My Boyfriend,DS,2008,Simulation,0.1,0.0,0.0,0.01,66.0,74.0,E10+,0.11,Nintendo,Portable console,everyone 10 and older
My Chinese Coach,DS,2008,Misc,0.1,0.01,0.0,0.01,66.0,74.0,E,0.12,Nintendo,Portable console,everyone
My DoItAll,DS,2009,Misc,0.02,0.0,0.0,0.0,60.0,74.0,E,0.02,Nintendo,Portable console,everyone
My Dress-Up,DS,2008,Misc,0.06,0.01,0.0,0.01,66.0,74.0,E10+,0.07999999999999999,Nintendo,Portable console,everyone 10 and older
My English Coach: Para Hispanoparlantes,DS,2009,Misc,0.07,0.0,0.0,0.01,66.0,74.0,E,0.08,Nintendo,Portable console,everyone
My Farm Around the World,DS,2008,Simulation,0.11,0.0,0.0,0.01,66.0,74.0,E,0.12,Nintendo,Portable console,everyone
My Fashion Studio,DS,2007,Misc,0.41,0.0,0.0,0.03,66.0,68.0,E,0.43999999999999995,Nintendo,Portable console,everyone
My First Dollhouse,DS,2010,Misc,0.1,0.0,0.0,0.01,66.0,74.0,E,0.11,Nintendo,Portable console,everyone
My First Songs,Wii,2010,Misc,0.0,0.06,0.0,0.01,65.0,71.5,Pending,0.06999999999999999,Nintendo,Home console,pending
My Fitness Coach,Wii,2008,Sports,1.18,0.9,0.0,0.24,65.0,86.0,E,2.3200000000000003,Nintendo,Home console,everyone
My Fitness Coach 2: Exercise and Nutrition,Wii,2009,Sports,0.13,0.03,0.0,0.01,65.0,71.5,Pending,0.17,Nintendo,Home console,pending
My Fitness Coach: Club,PS3,2011,Sports,0.0,0.1,0.0,0.02,73.0,71.0,Pending,0.12000000000000001,Playstation,Home console,pending
My Fitness Coach: Club,Wii,2011,Sports,0.0,0.05,0.0,0.01,65.0,71.5,Pending,0.060000000000000005,Nintendo,Home console,pending
My French Coach,DS,2007,Misc,0.14,0.01,0.0,0.01,66.0,74.0,E,0.16000000000000003,Nintendo,Portable console,everyone
My Friends,DS,2009,Misc,0.07,0.0,0.0,0.01,66.0,74.0,E,0.08,Nintendo,Portable console,everyone
My Frogger: Toy Trials,DS,2006,Action,0.02,0.0,0.0,0.0,66.0,74.0,E,0.02,Nintendo,Portable console,everyone
My Fun Facts Coach,DS,2008,Misc,0.07,0.0,0.0,0.01,66.0,74.0,E,0.08,Nintendo,Portable console,everyone
My Healthy Cooking Coach,DS,2009,Simulation,0.09,0.0,0.0,0.01,66.0,74.0,E,0.09999999999999999,Nintendo,Portable console,everyone
My Hero Academia: Battle for All,3DS,2016,Action,0.0,0.0,0.04,0.0,68.0,71.0,Pending,0.04,Nintendo,Portable console,pending
My Hero: Doctor,DS,2009,Action,0.02,0.0,0.0,0.0,66.0,74.0,E10+,0.02,Nintendo,Portable console,everyone 10 and older
My Horse & Me,DS,2007,Sports,0.33,0.0,0.0,0.03,66.0,74.0,Pending,0.36,Nintendo,Portable console,pending
My Horse & Me,Wii,2007,Sports,0.27,0.02,0.0,0.02,65.0,71.5,Pending,0.31000000000000005,Nintendo,Home console,pending
My Horse & Me: Riding for Gold,DS,2008,Sports,0.05,0.01,0.0,0.0,66.0,74.0,Pending,0.060000000000000005,Nintendo,Portable console,pending
My Horse & Me: Riding for Gold,Wii,2008,Sports,0.04,0.01,0.0,0.0,65.0,71.5,Pending,0.05,Nintendo,Home console,pending
My Japanese Coach,DS,2008,Misc,0.24,0.0,0.0,0.02,59.0,67.0,E,0.26,Nintendo,Portable console,everyone
My Little Baby,DS,2008,Simulation,0.0,0.01,0.0,0.0,66.0,74.0,E,0.01,Nintendo,Portable console,everyone
My Little Pony: Pinkie Pie's Party,DS,2008,Adventure,0.66,0.0,0.0,0.06,66.0,0.0,E,0.72,Nintendo,Portable console,everyone
My Little Sister Can't Be This Cute Portable,PSP,2012,Action,0.0,0.0,0.11,0.0,68.0,75.0,Pending,0.11,Playstation,Portable console,pending
My Make-Up,DS,2008,Misc,0.08,0.0,0.0,0.01,66.0,74.0,E,0.09,Nintendo,Portable console,everyone
My Pet Chimp,DS,2010,Simulation,0.06,0.0,0.0,0.0,66.0,74.0,E,0.06,Nintendo,Portable console,everyone
My Pet Shop,DS,2008,Simulation,0.06,0.0,0.0,0.0,60.0,74.0,E,0.06,Nintendo,Portable console,everyone
My Pet Shop (JP sales),DS,2008,Simulation,0.0,0.0,0.03,0.0,66.0,74.0,Pending,0.03,Nintendo,Portable console,pending
My SAT Coach with The Princeton Review,DS,2008,Misc,0.1,0.0,0.0,0.01,66.0,74.0,Pending,0.11,Nintendo,Portable console,pending
My Secret World by Imagine,DS,2008,Misc,0.0,0.2,0.0,0.0,66.0,88.0,E,0.2,Nintendo,Portable console,everyone
My Spanish Coach,DS,2007,Misc,0.4,0.0,0.0,0.03,73.0,74.0,E,0.43000000000000005,Nintendo,Portable console,everyone
My Spanish Coach,PSP,2008,Misc,0.12,0.0,0.0,0.01,68.0,75.0,E,0.13,Playstation,Portable console,everyone
My Stop Smoking Coach: Allen Carr's EasyWay,DS,2008,Misc,0.07,0.0,0.0,0.01,66.0,74.0,E,0.08,Nintendo,Portable console,everyone
My Street,PS2,2003,Misc,0.12,0.09,0.0,0.03,46.0,39.0,E,0.24,Playstation,Home console,everyone
My Virtual Tutor: Reading Adventure First to Second Grade,DS,2009,Misc,0.37,0.0,0.0,0.03,66.0,74.0,Pending,0.4,Nintendo,Portable console,pending
My Virtual Tutor: Reading Adventure Kindergarten to First,DS,2009,Misc,0.23,0.0,0.0,0.02,66.0,74.0,Pending,0.25,Nintendo,Portable console,pending
My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,DS,2009,Misc,0.29,0.0,0.0,0.02,66.0,74.0,Pending,0.31,Nintendo,Portable console,pending
My Weight Loss Coach,DS,2008,Sports,0.3,0.54,0.0,0.11,63.0,76.0,E,0.9500000000000001,Nintendo,Portable console,everyone
My Word Coach,DS,2007,Misc,0.37,0.89,0.0,0.18,71.0,68.0,E,1.44,Nintendo,Portable console,everyone
My Word Coach,Wii,2007,Misc,0.46,0.01,0.0,0.04,68.0,71.5,E,0.51,Nintendo,Home console,everyone
"My World, My Way (US sales)",DS,2008,Role-Playing,0.04,0.0,0.0,0.0,66.0,74.0,Pending,0.04,Nintendo,Portable console,pending
MySims,DS,2007,Simulation,1.58,1.59,0.08,0.41,67.0,73.0,E,3.66,Nintendo,Portable console,everyone
MySims,PC,2008,Simulation,0.0,0.02,0.0,0.0,70.0,64.0,E,0.02,PC,Home console,everyone
MySims,Wii,2007,Simulation,0.9,0.54,0.04,0.17,68.0,72.0,E,1.65,Nintendo,Home console,everyone
MySims Agents,DS,2009,Adventure,0.54,0.42,0.0,0.11,60.0,74.0,E,1.07,Nintendo,Portable console,everyone
MySims Agents,Wii,2009,Adventure,0.61,0.32,0.0,0.1,78.0,86.0,E,1.03,Nintendo,Home console,everyone
MySims Collection,Wii,2010,Misc,0.13,0.0,0.0,0.01,65.0,71.5,E,0.14,Nintendo,Home console,everyone
MySims Kingdom,DS,2008,Simulation,0.8,0.59,0.01,0.16,58.0,74.0,E,1.56,Nintendo,Portable console,everyone
MySims Kingdom,Wii,2008,Simulation,0.7,0.64,0.01,0.16,76.0,81.0,E,1.5099999999999998,Nintendo,Home console,everyone
MySims Party,DS,2009,Simulation,0.15,0.12,0.0,0.03,64.0,74.0,E,0.30000000000000004,Nintendo,Portable console,everyone
MySims Party,Wii,2009,Simulation,0.17,0.02,0.0,0.02,56.0,71.5,E,0.21,Nintendo,Home console,everyone
MySims Racing,DS,2009,Racing,0.25,0.29,0.0,0.07,67.0,73.0,E,0.6100000000000001,Nintendo,Portable console,everyone
MySims Racing,Wii,2009,Racing,0.19,0.23,0.0,0.05,68.0,74.0,E,0.47000000000000003,Nintendo,Home console,everyone
MySims SkyHeroes,DS,2010,Action,0.2,0.08,0.0,0.02,66.0,74.0,Pending,0.30000000000000004,Nintendo,Portable console,pending
MySims SkyHeroes,PS3,2010,Action,0.08,0.02,0.0,0.01,62.0,71.0,E10+,0.11,Playstation,Home console,everyone 10 and older
MySims SkyHeroes,Wii,2010,Action,0.16,0.1,0.0,0.03,67.0,52.0,E10+,0.29000000000000004,Nintendo,Home console,everyone 10 and older
MySims SkyHeroes,X360,2010,Action,0.09,0.0,0.0,0.01,56.0,55.0,E10+,0.09999999999999999,Xbox,Home console,everyone 10 and older
Myself; Yourself,PS2,2007,Adventure,0.0,0.0,0.01,0.0,70.0,80.0,Pending,0.01,Playstation,Home console,pending
Myst,DS,2007,Adventure,0.09,0.0,0.0,0.01,43.0,35.0,E,0.09999999999999999,Nintendo,Portable console,everyone
Myst,PC,1994,Adventure,0.02,2.79,0.0,0.0,78.0,75.0,Pending,2.81,PC,Home console,pending
Myst,PS,1995,Adventure,0.0,0.0,0.07,0.0,73.5,83.0,Pending,0.07,Playstation,Home console,pending
Myst,PSP,2006,Adventure,0.0,0.01,0.0,0.0,69.0,48.0,E,0.01,Playstation,Portable console,everyone
Myst,SAT,1994,Adventure,0.0,0.0,0.06,0.0,70.0,75.0,Pending,0.06,Other,Home console,pending
Myst III: Exile,PS2,2002,Adventure,0.14,0.11,0.0,0.04,57.0,70.0,E,0.29,Playstation,Home console,everyone
Myst III: Exile,XB,2002,Adventure,0.04,0.01,0.0,0.0,55.0,80.0,E,0.05,Xbox,Home console,everyone
Myst IV: Revelation,XB,2005,Adventure,0.04,0.01,0.0,0.0,75.0,80.0,T,0.05,Xbox,Home console,teen
Mystereet,PS2,2006,Adventure,0.0,0.0,0.01,0.0,70.0,80.0,Pending,0.01,Playstation,Home console,pending
Mystery Case Files: MillionHeir,DS,2008,Adventure,0.75,0.39,0.0,0.12,65.0,74.0,E,1.2600000000000002,Nintendo,Portable console,everyone
Mystery Case Files: Ravenhearst,PC,2007,Puzzle,0.01,0.02,0.0,0.01,78.0,75.0,E10+,0.04,PC,Home console,everyone 10 and older
Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,0.17,0.13,0.0,0.03,65.0,82.0,E,0.33000000000000007,Nintendo,Home console,everyone
Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,0.17,0.0,0.33,0.02,69.0,82.0,E,0.52,Nintendo,Portable console,everyone
Mystery Dungeon: Shiren the Wanderer,SNES,1995,Role-Playing,0.0,0.0,0.4,0.0,70.0,75.0,Pending,0.4,Nintendo,Home console,pending
Mystery Legends: Beauty and the Beast,PC,2012,Puzzle,0.0,0.01,0.0,0.0,78.0,75.0,E10+,0.01,PC,Home console,everyone 10 and older
Mystery P.I. - Portrait of a Thief,DS,2008,Adventure,0.1,0.0,0.0,0.01,66.0,74.0,E,0.11,Nintendo,Portable console,everyone
Mystery Stories: Curse of the Ancient Spirits,DS,2011,Adventure,0.04,0.04,0.0,0.01,66.0,74.0,E10+,0.09,Nintendo,Portable console,everyone 10 and older
Mystery Tales 2: The Spirit Mask,DS,2011,Puzzle,0.0,0.02,0.0,0.0,66.0,74.0,E10+,0.02,Nintendo,Portable console,everyone 10 and older
Mystery Tales of Time Travel,DS,2010,Puzzle,0.01,0.15,0.0,0.02,66.0,74.0,Pending,0.18,Nintendo,Portable console,pending
Mystery Trackers: The Void,PC,2011,Puzzle,0.0,0.02,0.0,0.0,78.0,75.0,Pending,0.02,PC,Home console,pending
Mystic Ark,SNES,1995,Role-Playing,0.0,0.0,0.13,0.0,70.0,75.0,Pending,0.13,Nintendo,Home console,pending
Mystic Heroes,GC,2002,Action,0.03,0.01,0.04,0.0,67.0,85.0,T,0.08,Nintendo,Home console,teen
Mystic Heroes,PS2,2002,Action,0.03,0.02,0.0,0.01,67.0,86.0,T,0.060000000000000005,Playstation,Home console,teen
Mystical Ninja starring Goemon,N64,1997,Action,0.07,0.02,0.23,0.04,70.0,75.0,Pending,0.36,Nintendo,Home console,pending
Myth Makers: Orbs of Doom,Wii,2007,Puzzle,0.05,0.0,0.0,0.0,65.0,11.0,E,0.05,Nintendo,Home console,everyone
Myth Makers: Super Kart GP,Wii,2007,Racing,0.01,0.0,0.0,0.0,65.0,18.0,E,0.01,Nintendo,Home console,everyone
